k,sexo,chave,l,m,s
2000649,2,649,-0.3833,7.0583,0.0912
2000650,2,650,-0.3833,7.0812,0.09119
2000651,2,651,-0.3833,7.1041,0.09118
2000652,2,652,-0.3833,7.1269,0.09117
2000653,2,653,-0.3833,7.1497,0.09116
2000654,2,654,-0.3833,7.1724,0.09116
2000655,2,655,-0.3833,7.195,0.09115
2000656,2,656,-0.3833,7.2177,0.09114
2000657,2,657,-0.3833,7.2402,0.09113
2000658,2,658,-0.3833,7.2627,0.09112
2000659,2,659,-0.3833,7.2852,0.09111
2000660,2,660,-0.3833,7.3076,0.0911
2000661,2,661,-0.3833,7.33,0.09109
2000662,2,662,-0.3833,7.3523,0.09109
2000663,2,663,-0.3833,7.3745,0.09108
2000664,2,664,-0.3833,7.3967,0.09107
2000665,2,665,-0.3833,7.4189,0.09106
2000666,2,666,-0.3833,7.441,0.09105
2000667,2,667,-0.3833,7.463,0.09104
2000668,2,668,-0.3833,7.485,0.09103
2000669,2,669,-0.3833,7.5069,0.09102
2000670,2,670,-0.3833,7.5288,0.09101
2000671,2,671,-0.3833,7.5507,0.091
2000672,2,672,-0.3833,7.5724,0.09099
2000673,2,673,-0.3833,7.5942,0.09098
2000674,2,674,-0.3833,7.6158,0.09097
2000675,2,675,-0.3833,7.6375,0.09096
2000676,2,676,-0.3833,7.659,0.09095
2000677,2,677,-0.3833,7.6806,0.09094
2000678,2,678,-0.3833,7.702,0.09093
2000679,2,679,-0.3833,7.7234,0.09091
2000680,2,680,-0.3833,7.7448,0.0909
2000681,2,681,-0.3833,7.7661,0.09089
2000682,2,682,-0.3833,7.7874,0.09088
2000683,2,683,-0.3833,7.8086,0.09087
2000684,2,684,-0.3833,7.8298,0.09086
2000685,2,685,-0.3833,7.8509,0.09085
2000686,2,686,-0.3833,7.872,0.09084
2000687,2,687,-0.3833,7.893,0.09083
2000688,2,688,-0.3833,7.914,0.09082
2000689,2,689,-0.3833,7.935,0.0908
2000690,2,690,-0.3833,7.9559,0.09079
2000691,2,691,-0.3833,7.9768,0.09078
2000692,2,692,-0.3833,7.9976,0.09077
2000693,2,693,-0.3833,8.0184,0.09076
2000694,2,694,-0.3833,8.0392,0.09075
2000695,2,695,-0.3833,8.0599,0.09074
2000696,2,696,-0.3833,8.0806,0.09072
2000697,2,697,-0.3833,8.1012,0.09071
2000698,2,698,-0.3833,8.1218,0.0907
2000699,2,699,-0.3833,8.1424,0.09069
2000700,2,700,-0.3833,8.163,0.09068
2000701,2,701,-0.3833,8.1835,0.09067
2000702,2,702,-0.3833,8.2039,0.09065
2000703,2,703,-0.3833,8.2244,0.09064
2000704,2,704,-0.3833,8.2448,0.09063
2000705,2,705,-0.3833,8.2651,0.09062
2000706,2,706,-0.3833,8.2855,0.09061
2000707,2,707,-0.3833,8.3058,0.09059
2000708,2,708,-0.3833,8.3261,0.09058
2000709,2,709,-0.3833,8.3464,0.09057
2000710,2,710,-0.3833,8.3666,0.09056
2000711,2,711,-0.3833,8.3869,0.09055
2000712,2,712,-0.3833,8.4071,0.09053
2000713,2,713,-0.3833,8.4273,0.09052
2000714,2,714,-0.3833,8.4474,0.09051
2000715,2,715,-0.3833,8.4676,0.0905
2000716,2,716,-0.3833,8.4877,0.09048
2000717,2,717,-0.3833,8.5078,0.09047
2000718,2,718,-0.3833,8.5278,0.09046
2000719,2,719,-0.3833,8.5479,0.09045
2000720,2,720,-0.3833,8.5679,0.09043
2000721,2,721,-0.3833,8.5879,0.09042
2000722,2,722,-0.3833,8.6078,0.09041
2000723,2,723,-0.3833,8.6277,0.0904
2000724,2,724,-0.3833,8.6476,0.09039
2000725,2,725,-0.3833,8.6674,0.09037
2000726,2,726,-0.3833,8.6872,0.09036
2000727,2,727,-0.3833,8.707,0.09035
2000728,2,728,-0.3833,8.7267,0.09034
2000729,2,729,-0.3833,8.7464,0.09032
2000730,2,730,-0.3833,8.7661,0.09031
2000731,2,731,-0.3833,8.7857,0.0903
2000732,2,732,-0.3833,8.8053,0.09028
2000733,2,733,-0.3833,8.8248,0.09027
2000734,2,734,-0.3833,8.8443,0.09026
2000735,2,735,-0.3833,8.8638,0.09025
2000736,2,736,-0.3833,8.8831,0.09023
2000737,2,737,-0.3833,8.9025,0.09022
2000738,2,738,-0.3833,8.9217,0.09021
2000739,2,739,-0.3833,8.941,0.0902
2000740,2,740,-0.3833,8.9601,0.09018
2000741,2,741,-0.3833,8.9792,0.09017
2000742,2,742,-0.3833,8.9983,0.09016
2000743,2,743,-0.3833,9.0173,0.09014
2000744,2,744,-0.3833,9.0363,0.09013
2000745,2,745,-0.3833,9.0552,0.09012
2000746,2,746,-0.3833,9.074,0.09011
2000747,2,747,-0.3833,9.0928,0.09009
2000748,2,748,-0.3833,9.1116,0.09008
2000749,2,749,-0.3833,9.1303,0.09007
2000750,2,750,-0.3833,9.149,0.09005
2000751,2,751,-0.3833,9.1676,0.09004
2000752,2,752,-0.3833,9.1862,0.09003
2000753,2,753,-0.3833,9.2048,0.09001
2000754,2,754,-0.3833,9.2233,0.09
2000755,2,755,-0.3833,9.2418,0.08999
2000756,2,756,-0.3833,9.2602,0.08997
2000757,2,757,-0.3833,9.2786,0.08996
2000758,2,758,-0.3833,9.297,0.08995
2000759,2,759,-0.3833,9.3154,0.08993
2000760,2,760,-0.3833,9.3337,0.08992
2000761,2,761,-0.3833,9.352,0.08991
2000762,2,762,-0.3833,9.3703,0.08989
2000763,2,763,-0.3833,9.3886,0.08988
2000764,2,764,-0.3833,9.4069,0.08987
2000765,2,765,-0.3833,9.4252,0.08985
2000766,2,766,-0.3833,9.4435,0.08984
2000767,2,767,-0.3833,9.4617,0.08983
2000768,2,768,-0.3833,9.48,0.08981
2000769,2,769,-0.3833,9.4983,0.0898
2000770,2,770,-0.3833,9.5166,0.08979
2000771,2,771,-0.3833,9.535,0.08977
2000772,2,772,-0.3833,9.5533,0.08976
2000773,2,773,-0.3833,9.5717,0.08975
2000774,2,774,-0.3833,9.5901,0.08973
2000775,2,775,-0.3833,9.6086,0.08972
2000776,2,776,-0.3833,9.6271,0.08971
2000777,2,777,-0.3833,9.6456,0.08969
2000778,2,778,-0.3833,9.6642,0.08968
2000779,2,779,-0.3833,9.6828,0.08966
2000780,2,780,-0.3833,9.7015,0.08965
2000781,2,781,-0.3833,9.7202,0.08964
2000782,2,782,-0.3833,9.739,0.08963
2000783,2,783,-0.3833,9.7578,0.08961
2000784,2,784,-0.3833,9.7767,0.0896
2000785,2,785,-0.3833,9.7957,0.08959
2000786,2,786,-0.3833,9.8147,0.08957
2000787,2,787,-0.3833,9.8338,0.08956
2000788,2,788,-0.3833,9.853,0.08955
2000789,2,789,-0.3833,9.8722,0.08953
2000790,2,790,-0.3833,9.8915,0.08952
2000791,2,791,-0.3833,9.9109,0.08951
2000792,2,792,-0.3833,9.9303,0.0895
2000793,2,793,-0.3833,9.9499,0.08948
2000794,2,794,-0.3833,9.9695,0.08947
2000795,2,795,-0.3833,9.9892,0.08946
2000796,2,796,-0.3833,10.009,0.08945
2000797,2,797,-0.3833,10.0289,0.08943
2000798,2,798,-0.3833,10.0489,0.08942
2000799,2,799,-0.3833,10.069,0.08941
2000800,2,800,-0.3833,10.0891,0.0894
2000801,2,801,-0.3833,10.1094,0.08939
2000802,2,802,-0.3833,10.1298,0.08937
2000803,2,803,-0.3833,10.1503,0.08936
2000804,2,804,-0.3833,10.1709,0.08935
2000805,2,805,-0.3833,10.1916,0.08934
2000806,2,806,-0.3833,10.2123,0.08933
2000807,2,807,-0.3833,10.2332,0.08932
2000808,2,808,-0.3833,10.2542,0.0893
2000809,2,809,-0.3833,10.2753,0.08929
2000810,2,810,-0.3833,10.2965,0.08928
2000811,2,811,-0.3833,10.3178,0.08927
2000812,2,812,-0.3833,10.3393,0.08926
2000813,2,813,-0.3833,10.3608,0.08925
2000814,2,814,-0.3833,10.3824,0.08924
2000815,2,815,-0.3833,10.4041,0.08923
2000816,2,816,-0.3833,10.4258,0.08922
2000817,2,817,-0.3833,10.4477,0.08921
2000818,2,818,-0.3833,10.4697,0.0892
2000819,2,819,-0.3833,10.4918,0.08919
2000820,2,820,-0.3833,10.514,0.08918
2000821,2,821,-0.3833,10.5363,0.08917
2000822,2,822,-0.3833,10.5586,0.08916
2000823,2,823,-0.3833,10.5811,0.08915
2000824,2,824,-0.3833,10.6037,0.08915
2000825,2,825,-0.3833,10.6263,0.08914
2000826,2,826,-0.3833,10.6491,0.08913
2000827,2,827,-0.3833,10.6719,0.08912
2000828,2,828,-0.3833,10.6948,0.08911
2000829,2,829,-0.3833,10.7178,0.0891
2000830,2,830,-0.3833,10.741,0.0891
2000831,2,831,-0.3833,10.7641,0.08909
2000832,2,832,-0.3833,10.7874,0.08908
2000833,2,833,-0.3833,10.8108,0.08907
2000834,2,834,-0.3833,10.8343,0.08907
2000835,2,835,-0.3833,10.8578,0.08906
2000836,2,836,-0.3833,10.8814,0.08905
2000837,2,837,-0.3833,10.9051,0.08905
2000838,2,838,-0.3833,10.9289,0.08904
2000839,2,839,-0.3833,10.9527,0.08903
2000840,2,840,-0.3833,10.9767,0.08903
2000841,2,841,-0.3833,11.0007,0.08902
2000842,2,842,-0.3833,11.0248,0.08902
2000843,2,843,-0.3833,11.0489,0.08901
2000844,2,844,-0.3833,11.0731,0.08901
2000845,2,845,-0.3833,11.0974,0.089
2000846,2,846,-0.3833,11.1218,0.089
2000847,2,847,-0.3833,11.1462,0.08899
2000848,2,848,-0.3833,11.1707,0.08899
2000849,2,849,-0.3833,11.1952,0.08899
2000850,2,850,-0.3833,11.2198,0.08898
2000851,2,851,-0.3833,11.2444,0.08898
2000852,2,852,-0.3833,11.2691,0.08897
2000853,2,853,-0.3833,11.2939,0.08897
2000854,2,854,-0.3833,11.3187,0.08897
2000855,2,855,-0.3833,11.3435,0.08897
2000856,2,856,-0.3833,11.3684,0.08896
2000857,2,857,-0.3833,11.3934,0.08896
2000858,2,858,-0.3833,11.4183,0.08896
2000859,2,859,-0.3833,11.4434,0.08896
2000860,2,860,-0.3833,11.4684,0.08895
2000861,2,861,-0.3833,11.4935,0.08895
2000862,2,862,-0.3833,11.5186,0.08895
2000863,2,863,-0.3833,11.5437,0.08895
2000864,2,864,-0.3833,11.5689,0.08895
2000865,2,865,-0.3833,11.594,0.08895
2000866,2,866,-0.3833,11.6192,0.08895
2000867,2,867,-0.3833,11.6444,0.08895
2000868,2,868,-0.3833,11.6696,0.08895
2000869,2,869,-0.3833,11.6948,0.08895
2000870,2,870,-0.3833,11.7201,0.08895
2000871,2,871,-0.3833,11.7453,0.08895
2000872,2,872,-0.3833,11.7705,0.08895
2000873,2,873,-0.3833,11.7957,0.08895
2000874,2,874,-0.3833,11.8209,0.08895
2000875,2,875,-0.3833,11.8461,0.08895
2000876,2,876,-0.3833,11.8713,0.08896
2000877,2,877,-0.3833,11.8965,0.08896
2000878,2,878,-0.3833,11.9217,0.08896
2000879,2,879,-0.3833,11.9468,0.08896
2000880,2,880,-0.3833,11.972,0.08896
2000881,2,881,-0.3833,11.9971,0.08897
2000882,2,882,-0.3833,12.0223,0.08897
2000883,2,883,-0.3833,12.0474,0.08897
2000884,2,884,-0.3833,12.0725,0.08898
2000885,2,885,-0.3833,12.0976,0.08898
2000886,2,886,-0.3833,12.1227,0.08898
2000887,2,887,-0.3833,12.1478,0.08899
2000888,2,888,-0.3833,12.1728,0.08899
2000889,2,889,-0.3833,12.1978,0.089
2000890,2,890,-0.3833,12.2229,0.089
2000891,2,891,-0.3833,12.2479,0.08901
2000892,2,892,-0.3833,12.2729,0.08901
2000893,2,893,-0.3833,12.2978,0.08902
2000894,2,894,-0.3833,12.3228,0.08902
2000895,2,895,-0.3833,12.3477,0.08903
2000896,2,896,-0.3833,12.3727,0.08903
2000897,2,897,-0.3833,12.3976,0.08904
2000898,2,898,-0.3833,12.4225,0.08904
2000899,2,899,-0.3833,12.4474,0.08905
2000900,2,900,-0.3833,12.4723,0.08906
2000901,2,901,-0.3833,12.4971,0.08906
2000902,2,902,-0.3833,12.522,0.08907
2000903,2,903,-0.3833,12.5468,0.08908
2000904,2,904,-0.3833,12.5717,0.08909
2000905,2,905,-0.3833,12.5965,0.08909
2000906,2,906,-0.3833,12.6213,0.0891
2000907,2,907,-0.3833,12.6461,0.08911
2000908,2,908,-0.3833,12.6709,0.08912
2000909,2,909,-0.3833,12.6957,0.08912
2000910,2,910,-0.3833,12.7205,0.08913
2000911,2,911,-0.3833,12.7453,0.08914
2000912,2,912,-0.3833,12.77,0.08915
2000913,2,913,-0.3833,12.7948,0.08916
2000914,2,914,-0.3833,12.8196,0.08917
2000915,2,915,-0.3833,12.8443,0.08918
2000916,2,916,-0.3833,12.8691,0.08919
2000917,2,917,-0.3833,12.8939,0.0892
2000918,2,918,-0.3833,12.9186,0.08921
2000919,2,919,-0.3833,12.9434,0.08922
2000920,2,920,-0.3833,12.9681,0.08923
2000921,2,921,-0.3833,12.9929,0.08924
2000922,2,922,-0.3833,13.0177,0.08925
2000923,2,923,-0.3833,13.0424,0.08926
2000924,2,924,-0.3833,13.0672,0.08927
2000925,2,925,-0.3833,13.092,0.08928
2000926,2,926,-0.3833,13.1167,0.0893
2000927,2,927,-0.3833,13.1415,0.08931
2000928,2,928,-0.3833,13.1663,0.08932
2000929,2,929,-0.3833,13.1911,0.08933
2000930,2,930,-0.3833,13.2158,0.08934
2000931,2,931,-0.3833,13.2406,0.08936
2000932,2,932,-0.3833,13.2654,0.08937
2000933,2,933,-0.3833,13.2902,0.08938
2000934,2,934,-0.3833,13.3151,0.0894
2000935,2,935,-0.3833,13.3399,0.08941
2000936,2,936,-0.3833,13.3647,0.08942
2000937,2,937,-0.3833,13.3896,0.08944
2000938,2,938,-0.3833,13.4145,0.08945
2000939,2,939,-0.3833,13.4394,0.08947
2000940,2,940,-0.3833,13.4643,0.08948
2000941,2,941,-0.3833,13.4892,0.08949
2000942,2,942,-0.3833,13.5142,0.08951
2000943,2,943,-0.3833,13.5391,0.08952
2000944,2,944,-0.3833,13.5641,0.08954
2000945,2,945,-0.3833,13.5892,0.08955
2000946,2,946,-0.3833,13.6142,0.08957
2000947,2,947,-0.3833,13.6393,0.08959
2000948,2,948,-0.3833,13.6644,0.0896
2000949,2,949,-0.3833,13.6895,0.08962
2000950,2,950,-0.3833,13.7146,0.08963
2000951,2,951,-0.3833,13.7398,0.08965
2000952,2,952,-0.3833,13.765,0.08967
2000953,2,953,-0.3833,13.7902,0.08968
2000954,2,954,-0.3833,13.8155,0.0897
2000955,2,955,-0.3833,13.8408,0.08972
2000956,2,956,-0.3833,13.8661,0.08974
2000957,2,957,-0.3833,13.8914,0.08975
2000958,2,958,-0.3833,13.9168,0.08977
2000959,2,959,-0.3833,13.9422,0.08979
2000960,2,960,-0.3833,13.9676,0.08981
2000961,2,961,-0.3833,13.9931,0.08983
2000962,2,962,-0.3833,14.0186,0.08984
2000963,2,963,-0.3833,14.0441,0.08986
2000964,2,964,-0.3833,14.0697,0.08988
2000965,2,965,-0.3833,14.0953,0.0899
2000966,2,966,-0.3833,14.1209,0.08992
2000967,2,967,-0.3833,14.1466,0.08994
2000968,2,968,-0.3833,14.1724,0.08996
2000969,2,969,-0.3833,14.1981,0.08998
2000970,2,970,-0.3833,14.2239,0.09
2000971,2,971,-0.3833,14.2498,0.09002
2000972,2,972,-0.3833,14.2757,0.09004
2000973,2,973,-0.3833,14.3016,0.09006
2000974,2,974,-0.3833,14.3276,0.09008
2000975,2,975,-0.3833,14.3537,0.0901
2000976,2,976,-0.3833,14.3798,0.09012
2000977,2,977,-0.3833,14.4059,0.09015
2000978,2,978,-0.3833,14.4321,0.09017
2000979,2,979,-0.3833,14.4584,0.09019
2000980,2,980,-0.3833,14.4848,0.09021
2000981,2,981,-0.3833,14.5112,0.09023
2000982,2,982,-0.3833,14.5376,0.09026
2000983,2,983,-0.3833,14.5642,0.09028
2000984,2,984,-0.3833,14.5908,0.0903
2000985,2,985,-0.3833,14.6174,0.09033
2000986,2,986,-0.3833,14.6442,0.09035
2000987,2,987,-0.3833,14.671,0.09037
2000988,2,988,-0.3833,14.6979,0.0904
2000989,2,989,-0.3833,14.7248,0.09042
2000990,2,990,-0.3833,14.7519,0.09044
2000991,2,991,-0.3833,14.779,0.09047
2000992,2,992,-0.3833,14.8062,0.09049
2000993,2,993,-0.3833,14.8334,0.09052
2000994,2,994,-0.3833,14.8608,0.09054
2000995,2,995,-0.3833,14.8882,0.09057
2000996,2,996,-0.3833,14.9157,0.09059
2000997,2,997,-0.3833,14.9434,0.09062
2000998,2,998,-0.3833,14.9711,0.09064
2000999,2,999,-0.3833,14.9989,0.09067
2001000,2,1000,-0.3833,15.0267,0.09069
2001001,2,1001,-0.3833,15.0547,0.09072
2001002,2,1002,-0.3833,15.0828,0.09075
2001003,2,1003,-0.3833,15.1109,0.09077
2001004,2,1004,-0.3833,15.1392,0.0908
2001005,2,1005,-0.3833,15.1676,0.09083
2001006,2,1006,-0.3833,15.196,0.09085
2001007,2,1007,-0.3833,15.2246,0.09088
2001008,2,1008,-0.3833,15.2532,0.09091
2001009,2,1009,-0.3833,15.2819,0.09093
2001010,2,1010,-0.3833,15.3108,0.09096
2001011,2,1011,-0.3833,15.3397,0.09099
2001012,2,1012,-0.3833,15.3687,0.09102
2001013,2,1013,-0.3833,15.3979,0.09105
2001014,2,1014,-0.3833,15.4271,0.09107
2001015,2,1015,-0.3833,15.4564,0.0911
2001016,2,1016,-0.3833,15.4858,0.09113
2001017,2,1017,-0.3833,15.5154,0.09116
2001018,2,1018,-0.3833,15.545,0.09119
2001019,2,1019,-0.3833,15.5747,0.09122
2001020,2,1020,-0.3833,15.6046,0.09125
2001021,2,1021,-0.3833,15.6345,0.09128
2001022,2,1022,-0.3833,15.6646,0.09131
2001023,2,1023,-0.3833,15.6947,0.09133
2001024,2,1024,-0.3833,15.725,0.09136
2001025,2,1025,-0.3833,15.7553,0.09139
2001026,2,1026,-0.3833,15.7858,0.09142
2001027,2,1027,-0.3833,15.8164,0.09146
2001028,2,1028,-0.3833,15.847,0.09149
2001029,2,1029,-0.3833,15.8778,0.09152
2001030,2,1030,-0.3833,15.9087,0.09155
2001031,2,1031,-0.3833,15.9396,0.09158
2001032,2,1032,-0.3833,15.9707,0.09161
2001033,2,1033,-0.3833,16.0019,0.09164
2001034,2,1034,-0.3833,16.0332,0.09167
2001035,2,1035,-0.3833,16.0645,0.0917
2001036,2,1036,-0.3833,16.096,0.09173
2001037,2,1037,-0.3833,16.1276,0.09177
2001038,2,1038,-0.3833,16.1593,0.0918
2001039,2,1039,-0.3833,16.191,0.09183
2001040,2,1040,-0.3833,16.2229,0.09186
2001041,2,1041,-0.3833,16.2549,0.0919
2001042,2,1042,-0.3833,16.287,0.09193
2001043,2,1043,-0.3833,16.3191,0.09196
2001044,2,1044,-0.3833,16.3514,0.09199
2001045,2,1045,-0.3833,16.3837,0.09203
2001046,2,1046,-0.3833,16.4162,0.09206
2001047,2,1047,-0.3833,16.4488,0.09209
2001048,2,1048,-0.3833,16.4814,0.09213
2001049,2,1049,-0.3833,16.5142,0.09216
2001050,2,1050,-0.3833,16.547,0.09219
2001051,2,1051,-0.3833,16.58,0.09223
2001052,2,1052,-0.3833,16.6131,0.09226
2001053,2,1053,-0.3833,16.6462,0.09229
2001054,2,1054,-0.3833,16.6795,0.09233
2001055,2,1055,-0.3833,16.7129,0.09236
2001056,2,1056,-0.3833,16.7464,0.0924
2001057,2,1057,-0.3833,16.78,0.09243
2001058,2,1058,-0.3833,16.8137,0.09247
2001059,2,1059,-0.3833,16.8475,0.0925
2001060,2,1060,-0.3833,16.8814,0.09254
2001061,2,1061,-0.3833,16.9154,0.09257
2001062,2,1062,-0.3833,16.9496,0.09261
2001063,2,1063,-0.3833,16.9838,0.09264
2001064,2,1064,-0.3833,17.0182,0.09268
2001065,2,1065,-0.3833,17.0527,0.09271
2001066,2,1066,-0.3833,17.0873,0.09275
2001067,2,1067,-0.3833,17.122,0.09278
2001068,2,1068,-0.3833,17.1569,0.09282
2001069,2,1069,-0.3833,17.1918,0.09286
2001070,2,1070,-0.3833,17.2269,0.09289
2001071,2,1071,-0.3833,17.262,0.09293
2001072,2,1072,-0.3833,17.2973,0.09296
2001073,2,1073,-0.3833,17.3327,0.093
2001074,2,1074,-0.3833,17.3683,0.09304
2001075,2,1075,-0.3833,17.4039,0.09307
2001076,2,1076,-0.3833,17.4397,0.09311
2001077,2,1077,-0.3833,17.4755,0.09315
2001078,2,1078,-0.3833,17.5115,0.09318
2001079,2,1079,-0.3833,17.5476,0.09322
2001080,2,1080,-0.3833,17.5839,0.09326
2001081,2,1081,-0.3833,17.6202,0.09329
2001082,2,1082,-0.3833,17.6567,0.09333
2001083,2,1083,-0.3833,17.6932,0.09337
2001084,2,1084,-0.3833,17.7299,0.09341
2001085,2,1085,-0.3833,17.7668,0.09344
2001086,2,1086,-0.3833,17.8037,0.09348
2001087,2,1087,-0.3833,17.8407,0.09352
2001088,2,1088,-0.3833,17.8779,0.09356
2001089,2,1089,-0.3833,17.9152,0.09359
2001090,2,1090,-0.3833,17.9526,0.09363
2001091,2,1091,-0.3833,17.9901,0.09367
2001092,2,1092,-0.3833,18.0277,0.09371
2001093,2,1093,-0.3833,18.0654,0.09375
2001094,2,1094,-0.3833,18.1033,0.09378
2001095,2,1095,-0.3833,18.1412,0.09382
2001096,2,1096,-0.3833,18.1792,0.09386
2001097,2,1097,-0.3833,18.2174,0.0939
2001098,2,1098,-0.3833,18.2556,0.09394
2001099,2,1099,-0.3833,18.294,0.09397
2001100,2,1100,-0.3833,18.3324,0.09401
